Attr 4,Attr 4_ClampedValues,Attr 4_ClampedNormalizedValues,Attr 5,Attr 5_ClampedValues,Attr 5_ClampedNormalizedValues,Attr 6,Attr 6_ClampedValues,Attr 6_ClampedNormalizedValues,Attr 7,Attr 7_ClampedValues,Attr 7_ClampedNormalizedValues,Attr 8,Attr 8_ClampedValues,Attr 8_ClampedNormalizedValues,Attr 9,Attr 9_ClampedValues,Attr 9_ClampedNormalizedValues,Attr 10,Attr 10_ClampedValues,Attr 10_ClampedNormalizedValues,Attr 11,Attr 11_ClampedValues,Attr 11_ClampedNormalizedValues,Attr 12,Attr 12_ClampedValues,Attr 12_ClampedNormalizedValues
-0.2159348812349836,-0.2159348812349836,-0.2159348812349836,0.9685829990226722,0.9685829990226722,0.9685829990226722,0.8802909204012657,0.8802909204012657,0.8802909204012657,-0.5772110944497368,-0.5772110944497368,-0.5772110944497368,-1.0,-1.0,-1.0,-0.7882505771986834,-0.7882505771986834,-0.7882505771986834,0.24200393414691646,0.24200393414691646,0.24200393414691646,0.9492871849760436,0.9492871849760436,0.9492871849760436,0.21761516689131022,0.21761516689131022,0.21761516689131022
0.7237385338694722,0.7237385338694722,0.7237385338694722,-0.9148784078738393,-0.9148784078738393,-0.9148784078738393,-0.21280208323999983,-0.21280208323999983,-0.21280208323999983,-0.31786101123340404,-0.31786101123340404,-0.31786101123340404,-0.997202289487626,-0.997202289487626,-0.997202289487626,-0.8208861042958582,-0.8208861042958582,-0.8208861042958582,0.2199828773214072,0.2199828773214072,0.2199828773214072,0.9588778062060279,0.9588778062060279,0.9588778062060279,-0.17910909371642758,-0.17910909371642758,-0.17910909371642758
-0.6985055730225902,-0.6985055730225902,-0.6985055730225902,0.4305658607343066,0.4305658607343066,0.4305658607343066,-0.8194161973637225,-0.8194161973637225,-0.8194161973637225,-0.5407235943744452,-0.5407235943744452,-0.5407235943744452,-0.9951220841063418,-0.9951220841063418,-0.9951220841063418,-0.7672926858384735,-0.7672926858384735,-0.7672926858384735,0.24582880238302418,0.24582880238302418,0.24582880238302418,0.9789212363289799,0.9789212363289799,0.9789212363289799,0.34359185115417845,0.34359185115417845,0.34359185115417845
-0.4861816917123155,-0.4861816917123155,-0.4861816917123155,0.8079544032784143,0.8079544032784143,0.8079544032784143,0.8035293817705955,0.8035293817705955,0.8035293817705955,-0.40566106295556836,-0.40566106295556836,-0.40566106295556836,-0.9923072506611054,-0.9923072506611054,-0.9923072506611054,-0.8121450081070551,-0.8121450081070551,-0.8121450081070551,0.26521886262199357,0.26521886262199357,0.26521886262199357,0.9302532366077696,0.9302532366077696,0.9302532366077696,0.07520389537207794,0.07520389537207794,0.07520389537207794
0.5617467082788705,0.5617467082788705,0.5617467082788705,0.07777395926162134,0.07777395926162134,0.07777395926162134,-0.6175172547297891,-0.6175172547297891,-0.6175172547297891,-0.29004811528151075,-0.29004811528151075,-0.29004811528151075,-0.9919092012718841,-0.9919092012718841,-0.9919092012718841,-0.6687517391902333,-0.6687517391902333,-0.6687517391902333,0.4492069332795672,0.4492069332795672,0.4492069332795672,0.9338268187587395,0.9338268187587395,0.9338268187587395,0.3457529413989646,0.3457529413989646,0.3457529413989646
-0.4062407008041209,-0.4062407008041209,-0.4062407008041209,0.7251560233659915,0.7251560233659915,0.7251560233659915,0.7159913234423967,0.7159913234423967,0.7159913234423967,-0.47880267646599084,-0.47880267646599084,-0.47880267646599084,-0.9907497344064872,-0.9907497344064872,-0.9907497344064872,-0.6828314049946571,-0.6828314049946571,-0.6828314049946571,0.3708717763146845,0.3708717763146845,0.3708717763146845,0.939235019021341,0.939235019021341,0.939235019021341,0.17719615763948915,0.17719615763948915,0.17719615763948915
-0.7948334111030944,-0.7948334111030944,-0.7948334111030944,0.4838119129143912,0.4838119129143912,0.4838119129143912,-0.8419283382525009,-0.8419283382525009,-0.8419283382525009,-0.43902189074106346,-0.43902189074106346,-0.43902189074106346,-0.9903220922836494,-0.9903220922836494,-0.9903220922836494,-0.7898611616198079,-0.7898611616198079,-0.7898611616198079,0.25384971195681993,0.25384971195681993,0.25384971195681993,0.9773913326841368,0.9773913326841368,0.9773913326841368,0.08750047908542302,0.08750047908542302,0.08750047908542302
-0.4870490810804303,-0.4870490810804303,-0.4870490810804303,0.47822664034101314,0.47822664034101314,0.47822664034101314,-0.8703877267957305,-0.8703877267957305,-0.8703877267957305,-0.14032694386881694,-0.14032694386881694,-0.14032694386881694,-0.9896597085453916,-0.9896597085453916,-0.9896597085453916,-0.7317831853854511,-0.7317831853854511,-0.7317831853854511,0.2717171406590497,0.2717171406590497,0.2717171406590497,0.9957436448741104,0.9957436448741104,0.9957436448741104,-0.4563044490860726,-0.4563044490860726,-0.4563044490860726
0.49995651843132527,0.49995651843132527,0.49995651843132527,-0.8514358979572452,-0.8514358979572452,-0.8514358979572452,-0.33071536815273084,-0.33071536815273084,-0.33071536815273084,-0.3585693147522647,-0.3585693147522647,-0.3585693147522647,-0.9892535034615055,-0.9892535034615055,-0.9892535034615055,-0.7006692473200082,-0.7006692473200082,-0.7006692473200082,0.4037489039474218,0.4037489039474218,0.4037489039474218,0.9142622819575617,0.9142622819575617,0.9142622819575617,0.03641050657588041,0.03641050657588041,0.03641050657588041
-0.6124913920974839,-0.6124913920974839,-0.6124913920974839,0.42097927188176,0.42097927188176,0.42097927188176,-0.7609464061482694,-0.7609464061482694,-0.7609464061482694,-0.4531181086929075,-0.4531181086929075,-0.4531181086929075,-0.9890975610279624,-0.9890975610279624,-0.9890975610279624,-0.8064456745480872,-0.8064456745480872,-0.8064456745480872,0.21192519190022185,0.21192519190022185,0.21192519190022185,0.9308461083581527,0.9308461083581527,0.9308461083581527,0.5923822927870595,0.5923822927870595,0.5923822927870595
