Attr 4,Attr 5,Attr 6,Attr 7,Attr 8,Attr 9,Attr 10,Attr 11,Attr 12
-1.2076929159999998,8.703925995,9.538084926,-1.566895291,-0.892724486,-0.692858365,0.279578632,0.9471693999999999,291.72411850000003
1.247941931,-2.072969164,3.696721718,-0.9255316240000001,-0.890083782,-0.723662398,0.258793389,0.956221799,-242.2629235
-2.468787875,5.625469345,0.455045707,-1.476662982,-0.888120317,-0.6730766229999999,0.28318885,0.975140399,461.28752479999997
-1.913924969,7.784832282999999,9.127880098,-1.142658075,-0.8854634509999999,-0.7154118490000001,0.301490747,0.92920363,100.0399157
0.8246110529999999,3.606844848,1.53397042,-0.856751307,-0.88508774,-0.580065759,0.475153473,0.932576664,464.19633150000004
-1.705016342,7.311071867000001,8.660086789,-1.323534722,-0.883993342,-0.593355279,0.401214457,0.937681358,237.32052050000001
-2.720520011,5.930135593999999,0.334743417,-1.225158233,-0.8835896990000001,-0.6943785640000001,0.29075962899999996,0.973696353,116.59099920000001
-1.916191705,5.898177467999999,0.18265972,-0.486496097,-0.8829644879999999,-0.639559903,0.307624344,0.99101874,-615.3652078
0.66313565,-1.709960251,3.066606694,-1.026201832,-0.882581079,-0.6101920679999999,0.432246532,0.914110082,47.82438721
-2.244008269,5.570616263,0.767501542,-1.2600176859999999,-0.882433888,-0.71003236,0.251187898,0.92976323,796.1570682
-2.322284558,6.051882137000001,0.633893782,-0.7989601390000001,-0.8821362909999999,-0.764465994,0.232417927,0.900196019,-103.6310478
0.34643027299999996,-1.651694456,2.581766103,-1.551128478,-0.8819914940000001,-0.7196159129999999,0.261247329,0.919650511,-508.1102122
1.506824437,4.025960184,1.995413705,-0.527746873,-0.879853065,-0.56719283,0.45947034600000003,0.93369415,24.06035449
1.2468433970000001,4.534423653999999,1.971948019,-1.4139951780000002,-0.8792098909999999,-0.651299459,0.357373483,0.99503623,64.27901308
0.5027489829999999,-1.6873978969999999,2.597849271,-1.027619582,-0.878985995,-0.560624302,0.465255144,0.896109956,-743.6316495
-0.9630492829999999,7.965779861000001,9.323163017999999,-1.206344033,-0.8779498729999999,-0.705885925,0.257399621,0.9792483740000001,202.0891728
1.347225782,-1.5962895719999999,2.713870445,-1.31434302,-0.877234878,-0.7164275920000001,0.24977898199999998,0.9244380990000001,-803.5506378
0.8148857759999999,-1.798142198,3.219478848,-1.3834105140000001,-0.876440425,-0.796435155,0.149256726,0.8863772109999999,-355.5383349
-2.367676431,5.673872491,0.802703637,-1.082952557,-0.8758627840000001,-0.567639631,0.489540501,0.9449325390000001,-166.6510066
1.336600673,4.490052303,1.4407700469999998,-1.13006459,-0.873764845,-0.7872234840000001,0.133842608,0.934184518,-626.5556333
-0.972697108,7.945318897000001,9.031807036,0.044348745999999994,-0.872476715,-0.659323605,0.341500225,0.905677409,971.2408966
0.437099909,3.999157972,2.8597701939999998,-0.9709092229999999,-0.869737358,-0.752166514,0.21197289100000002,0.945940091,202.6695871
-2.354082103,5.255114016,-0.051220185999999994,-1.543945141,-0.867899382,-0.7630932570000001,0.165416904,0.89781337,44.11196172
0.9934967640000001,-1.67482448,3.306896577,-1.297063726,-0.867575522,-0.669280627,0.386808771,0.925372428,-128.5083907
1.032953849,-1.266191509,2.918470661,-1.538196417,-0.866648786,-0.82613022,0.11690168,0.955290607,443.37073489999995
0.885289157,-0.895357935,2.599682041,-0.480886759,-0.866051947,-0.552420328,0.5070182529999999,0.887691569,426.16871960000003
-1.159112446,8.225875026,8.650481637,-0.511410761,-0.864866001,-0.7780116420000001,0.23734340399999998,0.9177901009999999,-434.4623326
1.0015748759999998,4.366389943,2.1481399359999998,-0.617170215,-0.8637944790000001,-0.564582685,0.51648827,0.9363911290000001,-18.82645007
1.544885368,-1.8566676619999998,3.08691441,-1.156468679,-0.8628344309999999,-0.538214039,0.561184942,0.913046595,-194.4410573
0.513327975,4.178870427,1.992200715,-1.101032032,-0.862345515,-0.765714573,0.190500382,0.95904639,54.93863807
-2.6108968,5.988967312000001,0.61824522,0.184379199,-0.8609386490000001,-0.717049245,0.314336338,0.900131882,950.7661849
-2.270298833,5.684850234,0.572517807,-1.393372235,-0.857162525,-0.7451951659999999,0.14263773,0.931680345,-849.6592312000001
-0.968601313,7.715956175,8.832363134,-0.642060538,-0.856340551,-0.749569405,0.194999216,0.973592846,610.9804528
0.823466496,4.214083754,1.934367629,-1.597022364,-0.8561781009999999,-0.66636163,0.369475234,0.9669080259999999,356.3066588
-0.663370106,7.663979189,9.018118987000001,-1.1878469440000001,-0.854607852,-0.685248918,0.304022928,0.928361557,881.6108796
-2.526006196,6.194087719,0.7822483240000001,-1.27016774,-0.853005096,-0.79466891,0.071972336,0.897862057,721.9796101
0.480411861,-1.869735289,3.1888671289999997,-0.18938745899999998,-0.852293339,-0.81104479,0.191461226,0.9115676220000001,793.5883875
-2.351212607,6.007154302999999,0.8086722340000001,-1.026497936,-0.8506406740000001,-0.698289743,0.34602181,0.957328738,-53.48177167
1.296510852,-1.5146632830000002,2.89002563,-0.8795510009999999,-0.850079206,-0.47638818200000005,0.5113281270000001,0.956554369,334.39261830000004
-1.933874221,8.032917651,9.46806134,-1.7093481769999999,-0.84788017,-0.692955148,0.34305517,0.987962162,-40.39375675
-1.174875673,7.647163016,9.382373766,-0.7931791140000001,-0.8477274770000001,-0.765195273,0.175003827,0.9792742640000001,-392.09551919999996
-0.363734041,7.116477693999999,8.847882035,-1.278509935,-0.846859018,-0.688464883,0.320022636,0.9676647629999999,260.7771267
-0.527358883,7.752145973999999,9.903003705,-0.5293380329999999,-0.845914208,-0.670534204,0.43055613200000004,0.9853336570000001,-359.381873
-1.971873375,5.755385781,0.242787891,-0.8654965309999999,-0.8402709159999999,-0.838374828,0.031807718,0.890760639,18.41400208
-1.170970353,8.354396851,9.673787617,-0.069898004,-0.839661817,-0.7309284140000001,0.153189995,0.917774159,-254.3082568
-0.9046140979999999,7.511609385,9.622579944,-0.636424875,-0.8393287290000001,-0.658594775,0.270628839,0.98852093,1127.421019
0.6598037520000001,-1.629287081,2.778663709,-0.7111232359999999,-0.8392687609999999,-0.55961482,0.40656245700000004,0.935433117,602.2764412
0.660802377,4.741642677,2.1491961319999997,-0.540242085,-0.838374828,-0.471478157,0.572432238,0.909825007,381.702338
-0.722200708,7.706077027,9.352386477000001,-0.6945811009999999,-0.838263998,-0.7308055929999999,0.26074986699999997,0.896402583,71.19605654
1.139254813,3.9958208980000003,2.270967198,-1.216185612,-0.8377353059999999,-0.8154934079999999,0.081860655,0.92552057,-240.78840040000003
-3.096689905,4.920300982,-0.062837986,-1.443820996,-0.837631639,-0.7419181229999999,0.055879236,0.926527882,-181.56113009999999
-1.162159588,7.432913807,9.200093218,-0.719688311,-0.837513478,-0.647046246,0.34267033700000005,0.959203079,-308.7606289
1.456822164,-1.504835471,3.0374732439999996,-1.6444345969999998,-0.837272977,-0.5870467779999999,0.483028332,0.985571766,240.388952
-2.720836598,5.186626936000001,0.806949202,-0.829603373,-0.837194619,-0.8241886890000001,0.132417099,0.9293076309999999,468.5998555
1.407549,3.2801134610000005,2.527818962,-1.3802415680000002,-0.8363833420000001,-0.6704878710000001,0.23906501600000002,0.896371881,1030.09148
-1.967494225,5.866788718,0.163086658,-0.9573148909999999,-0.836360304,-0.815705015,0.079233795,0.957776758,-150.4224553
1.248260016,4.025256666000001,1.939108681,-0.912164911,-0.8361242790000001,-0.505649308,0.495341979,0.892763799,254.89939449999997
-2.33267475,5.112126257,0.570169278,-1.4087050319999999,-0.835905845,-0.720173721,0.1680894,0.890888143,-964.0849157
-3.04106755,5.645156391,0.496470126,-1.4896062509999999,-0.83582602,-0.44324794,0.5825024089999999,0.9140734090000001,-388.2001171
-2.004980836,5.9987414779999995,0.770286335,-1.2686235940000001,-0.835517132,-0.50597951,0.455150345,0.8964059520000001,305.4060045
-1.5415296440000001,6.025624187000001,0.553843241,-1.151861346,-0.835432761,-0.6228023220000001,0.374335236,0.9816840859999999,510.0658352
-1.903625225,7.124904569,9.359476432000001,-0.380231097,-0.832503675,-0.643310836,0.295704303,0.9797740429999999,-11.36071726
-2.65857128,6.162036511,0.634096758,-1.948823341,-0.832145997,-0.48943707,0.52564455,0.891077285,738.8628424999999
1.2964959999999999,4.335091398,1.897175928,-0.597438551,-0.8314948059999999,-0.645800819,0.36512235299999996,0.898999298,-245.38946980000003
-1.9965152290000001,5.889998862000001,0.068170648,-1.64487568,-0.831280975,-0.6675959810000001,0.35018632200000005,0.9598253520000001,-342.319603
1.10376114,4.646519572,1.794857284,-0.482913169,-0.82967988,-0.601882913,0.36810071299999997,0.909571109,-483.4673708000001
0.590981718,-1.9286330980000002,2.51860557,-1.194221316,-0.829062137,-0.55517164,0.572181885,0.910015446,72.16911561
-2.739934953,5.374325654,0.243453843,-1.878224271,-0.828607399,-0.794254737,0.19666112800000002,0.973865841,0.310968448
-1.433464476,8.014269678,9.315543208,-1.074835637,-0.82836396,-0.77109539,0.004014035,0.917882784,-716.0052186
-2.056071809,7.441776415,9.198137241,-0.412746094,-0.8283176609999999,-0.671469828,0.346890064,0.921250534,554.8981942
-1.2706955640000002,8.050834816,9.466591951,-1.068250888,-0.828137995,-0.8144547440000001,0.007259444,0.93849477,386.1709517
1.495408395,3.358117801,2.063401194,-1.422694602,-0.8265110590000001,-0.739655683,0.08509885199999999,0.8836940040000001,134.2626177
0.8086728559999999,-1.870471976,2.9382639719999997,-0.684435107,-0.82613022,-0.43378644299999997,0.664491076,0.93795324,86.41540872
-1.448022479,7.2646849410000005,8.900227118,-1.34683299,-0.8241886890000001,-0.45147863299999996,0.609476548,0.8896219879999999,414.7107993
0.331918717,4.2894800989999995,3.0075656619999998,-0.56107727,-0.823979041,-0.596346201,0.436010405,0.945746977,-422.92611619999997
-1.537827256,7.387608722,8.954545087,-1.010595326,-0.8221952640000001,-0.741974356,0.10688076,0.9342417159999999,666.7018787000001
-1.496688854,8.529288886,8.833939437,-1.0120905279999999,-0.8215412459999999,-0.677524922,0.342664436,0.901901451,-795.2951686000001
-2.833479576,6.32365174,-0.256705616,-1.274645785,-0.8211390540000001,-0.552280725,0.53854056,0.903603591,-451.735449
-1.232692292,8.086085716,8.650055799,-1.151363003,-0.819747452,-0.7841850709999999,0.104210469,0.8952594909999999,-1631.2833640000001
-2.686627737,5.780176825,0.9867825370000001,-1.525949028,-0.815705015,-0.41034664299999996,0.6247773329999999,0.847926348,-5.669796648999999
-1.349340044,7.487914997000001,9.53581151,-0.962958022,-0.815581588,-0.665458057,0.307052597,0.9653490779999999,321.1238214
0.980470087,5.018135525,2.106032359,-1.91821742,-0.8155183970000001,-0.78132267,0.129051405,0.93971926,189.91524819999998
1.061662098,3.820357866,1.958459589,-0.878613419,-0.8154934079999999,-0.425026205,0.61906981,0.943856082,-150.79626069999998
-2.6432815709999997,6.416115061,0.475150516,-1.8214988280000002,-0.8154072090000001,-0.507077676,0.457702722,0.9834635190000001,461.33498539999994
0.9107871590000001,-2.560022666,2.456302116,-1.1975001,-0.8144547440000001,-0.426178082,0.5796446670000001,0.933910428,817.4791687999999
0.732754958,-1.6882876869999999,2.185870841,-1.3828948280000002,-0.8136490890000001,-0.83582602,0.041890205,0.911608822,182.59920269999998
0.312970585,-1.80027992,3.06490022,0.356658346,-0.813476888,-0.790801764,-0.100083429,0.890669133,-589.6629469999999
-2.290298293,6.03649865,1.109482694,-1.4167066940000002,-0.81104479,-0.34860973700000003,0.628528447,0.864415915,-890.0828819
0.5137971060000001,4.616266568,2.653061339,-1.125556856,-0.8109593190000001,-0.554055308,0.45765157,0.951901842,-541.7821644999999
-1.5811301880000002,7.9043956710000005,8.61356842,-1.4179727519999998,-0.809992313,-0.651802036,0.314937648,0.992858453,254.3843361
0.77495735,-1.689425265,2.572264265,0.200957257,-0.807639854,-0.794449031,0.063565697,0.895929038,-1262.689545
-3.256678869,5.497472081000001,-0.039270184,-1.436303851,-0.807597694,-0.8211390540000001,-0.03013866,0.847088315,-14.11446728
-2.035726812,6.356186318,0.6198230379999999,-1.160188866,-0.80639621,-0.7796704190000001,0.04799355,0.563775162,262.4089917
-0.851892105,7.760776371,8.599448308,-0.577131266,-0.805369363,-0.829062137,0.000729831,0.92562103,700.9265255
-1.0050587709999999,7.4996070370000005,8.725957172000001,-0.274144627,-0.804968508,-0.654215116,0.36394379,0.955597125,-700.9124736
-1.701980412,8.146370801,9.156838625,-2.014967321,-0.803181653,-0.773372724,0.10402122400000001,0.89546482,-300.26537189999993
0.5087025039999999,-0.9884155840000001,2.730884992,-1.187640566,-0.802964007,-0.7968822529999999,0.0036567870000000003,0.905101917,150.84950940000002
0.956028662,4.09677971,1.663735578,-1.0612126590000002,-0.8027505070000001,-0.590608686,0.416432487,0.9739761290000001,-524.0121813
-1.1529756979999999,7.87755287,9.236591447,-0.675881005,-0.801976411,-0.777694459,0.030519669,0.872486311,-74.00504103
-1.986868567,8.077114712,8.621421769,-0.9318390329999999,-0.800103186,-0.5095484029999999,0.5734040420000001,0.892889433,57.96328336
1.8415644580000001,4.838398507,1.907594786,-1.122228008,-0.799104017,-0.449328315,0.619654201,0.9011680000000001,-21.77248032
-1.2570037379999999,7.72697708,8.746385294,-0.9491915459999999,-0.7990552120000001,-0.7909579870000001,-0.042480797,0.8603189240000001,37.86551775
-0.629029054,7.810762695,9.094520709,-1.211231605,-0.7971179420000001,-0.879853065,-0.121914569,0.867502543,217.2465312
-2.062114936,5.93843376,0.283024327,-1.1749953659999999,-0.7968822529999999,-0.493398623,0.539912819,0.884424717,253.9457841
-2.233325479,5.522531462000001,0.6135288760000001,-0.92477386,-0.796622645,-0.600949037,0.374580659,0.953391077,-28.85025549
0.783859231,5.225354007,1.631261192,-1.5694610130000002,-0.796435155,-0.364067267,0.696681876,0.84642607,-827.7842350999999
